id,name,spec,unit,price,brand,discount,inventory,expiration_data,product_location
10615,三笑(高露洁)牙刷(非电动牙刷~软毛)1449_3支,0,包,6.1,三笑,0.8,38,2027-03-05,B
10616,榄菊无烟型蚊香,10圈/盒,合,4.0,榄菊,1.0,41,2027-03-21,D
10617,五香鲅鱼,227克,只,1.9,富禾源,1.0,43,2027-07-04,D
10618,黑芝麻糊,180g,袋,3.3,翅星皇,1.0,38,2027-07-25,H
10619,思期超薄日用干爽网面护翼卫生巾5P,旧款) 10片,包,13.6,Fujian,1.0,28,2026-10-09,D
10620,健胃消食片,0.8g*24片,盒,11.0,叶开泰,1.0,49,2026-09-29,E
10621,天若高档办公软抄笔记本B-80型 颜色随机,本,本,1.2,天若,1.0,27,2027-02-09,F
10622,娇爽棉质日用护翼护垫5P,日用;棉质;棉质日用,包,93.0,娇爽,1.0,44,2026-12-18,C
10623,百吉福香蕉成长奶酪100g/盒,100g/盒,盒,16.0,百吉福,1.0,39,2027-07-02,G
10624,厨邦美味鲜特级酿造酱油1.68L,1.68公升,瓶,23.9,厨邦,0.9,38,2027-08-28,E
10625,45%vol 外玻竹,250mL*24瓶,瓶,25.6,竹叶青,1.0,47,2027-01-05,C
10626,四星京王子酒,500ml 36%vol,瓶,39.5,永丰,1.0,25,2027-07-30,A
10627,帮宝适超薄干爽超大包装中号,100片/包,包,162.9,帮宝适,1.0,32,2027-02-15,B
10628,美伊娜多活力新生洗颜乳,-,瓶,420.0,缔凡,0.8,49,2027-03-22,F
10629,碧浪专业机洗洗衣粉2kg(滚筒洗衣机适用),2kg,袋,28.8,ariel/碧浪,1.0,41,2027-04-18,G
10630,九牧中长水咀7101-238/只,238;7101;中长;只,只,15.5,JOMOO,1.0,42,2026-11-01,C
10631,恭贺新禧十五年窖藏50度,500ML*6,瓶,16.0,伊犁河,1.0,21,2027-02-19,E
10632,妮薇雅姿平衡控油爽肤水10,140,瓶,299.0,无,1.0,47,2027-02-05,F
10633,酸酸乳 乳饮料(草莓味),198ml(206g),袋,9.6,蒙牛,1.0,29,2026-12-15,B
10634,牛肉松,75g/袋,袋,16.8,台之味,1.0,48,2026-12-29,H
10635,清水500ml真空保温瓶,500;500ml;ml;保温瓶;真空,个,853.2,清水,1.0,27,2027-04-20,A
10636,佳韵干发帽JY3123,-,个,12.9,佳韵,1.0,25,2027-06-10,A
10637,北田能量99棒 日本人气零食夹心糙米卷台湾进口零食180g,180g/180g,袋,9.9,北田能量,1.0,45,2027-03-18,A
10638,水密码滢亮皙白滋润霜,50g,瓶,68.0,水密码,0.8,35,2027-06-12,A
10639,环保卡抄,16K-150P,本,1.5,金茂,1.0,24,2026-09-23,G
10640,雷司令干白葡萄酒（珍藏级）,750ml,瓶,31.7,张裕,1.0,32,2027-04-29,F
10641,瑞士糖221g,221g/罐,盒,23.8,瑞士糖,1.0,31,2026-12-15,E
10642,好丽友好友趣薯片切片型马铃薯 大凹凸醇香番茄味 75g/包,75g/75g,袋,4.8,好丽友,1.0,37,2027-05-13,A
10643,安妮芳女士弹力彩棉内裤（2条）2479,1*1,盒,19.9,安妮芳,0.8,47,2027-01-04,G
10644,弹力棉时尚印花男三角裤(混色),L,盒,18.9,Pepsi/百事,1.0,45,2027-05-23,D
10645,胶粘除尘纸,"宽10CM,2卷",卷,13.5,鑫超越,0.7,49,2026-11-12,B
10646,好时巧珍珠香浓牛奶巧克力,50克,罐,19.9,好时,0.8,38,2027-01-22,F
10647,大果粒风味发酵乳-大麦+燕麦+菠萝,260g/杯,杯,8.5,伊利,1.0,43,2027-07-31,B
10648,格力高奇蒂牛奶草莓味装饰饼干70g,70g（独立分装）,盒,5.1,格力高,1.0,45,2027-07-10,G
10649,珊瑚绒5号擦手巾,3件;件;加厚;小;带;珊瑚绒;衣架,个,9.9,康乐屋,1.0,48,2027-01-02,F
10650,口子窖五年46度 100ml,100ml,瓶,40.0,口子窖,0.9,41,2027-03-06,A
10651,清爽亮白牙膏,120g,支,6.5,朗力福,1.0,37,2027-04-01,F
10652,阳之源壶装老陈醋800ml瓶,800ml*12,壶,5.5,阳之源,1.0,44,2026-11-25,G
10653,发热水袋,枕型,个,75.0,无,1.0,21,2027-07-13,D
10654,相思牌内衣,5041;内衣;套;牌,套,89.8,红豆,1.0,39,2026-09-28,G
10655,光明专业级电吹风,3600   RCT-1800W,个,79.0,光明,1.0,44,2027-02-17,G
10656,顺胜储物箱406,38*28*24.5cm,只,23.5,顺胜,1.0,40,2027-08-04,G
10657,70038吸管5*210mm,5*210mm,盒,3.1,双童,1.0,44,2027-07-27,D
10658,银丰咸趣夹心饼干,65*80,袋,13.0,银丰,0.9,50,2027-04-18,F
10659,牦牛骨髓营养粉,660g/盒,盒,116.0,鹤王,0.8,50,2026-09-12,B
10660,150g大家来维吸可吸果冻（苹果味）,150g,包,1.6,蜡笔小新,1.0,22,2027-06-25,F
10661,剪刀,FSS91302,把,3.9,M&G晨光,1.0,24,2027-02-16,D
10662,天然胶乳橡胶避孕套,12只,盒,20.0,百乐威颗粒型,1.0,20,2027-04-30,B
10663,330g信誉鲜奶漫头,250g,包,3.3,信裕,1.0,50,2027-03-03,C
10664,盐酸氨基葡萄糖胶囊,0.24g*24粒,瓶,38.0,葡立,1.0,37,2027-05-23,C
10665,金奖赖茅五十年 798元,500ml/瓶 精装大礼盒 镭射银卡 艺,袋,798.0,金奖赖茅,0.9,29,2026-09-29,D
10666,汇源100% 苹果汁 200ml,200ml,盒,4.0,汇源,1.0,32,2027-09-09,C
10667,楼外楼东坡蹄膀罐头300克,300g 固形物含量：不低于90%,300,29.8,楼外楼,1.0,45,2026-09-15,F
10668,蜂胶控油保湿收敛水,150ml,盒,8.0,起点之美,1.0,44,2027-07-02,D
10669,细致清滢平衡水,150ml,瓶,15.6,起点之美,1.0,39,2026-09-11,A
10670,淘大芝麻油,500毫升/瓶,瓶,29.9,淘大,1.0,22,2027-08-08,F
10671,葵花子仁,朝中,袋,5.5,朝中,1.0,47,2027-09-30,H
10672,红烧排骨面,包,包,0.7,宏润,1.0,29,2027-03-23,C
10673,烤牛肉串味  串串香70g,70g,袋,6.2,齐香源,1.0,23,2027-08-29,D
10674,九鼎红酱油400ml400ml,400ml,袋,19.8,九鼎,0.9,44,2027-05-07,A
10675,正章浴室总管浴室专用清洁喷剂,500ml,组,15.9,正章,1.0,48,2027-09-01,F
10676,女儿红5年绍兴酒,500ml,瓶,49.0,女儿红,0.9,22,2026-11-09,A
10677,霸王霸王乌发育发洗发水防脱发增发密发,200ml/200ml,盒,55.0,霸王,1.0,35,2026-10-19,B
10678,NISSIN日清合味道虾仁风味82克,85克,杯,5.5,NISSIN日清,1.0,44,2027-08-14,H
10679,防虫防霉片,934,包,5.5,家宝,1.0,37,2027-02-07,C
10680,上海老酒天雕五年（红标）,500g*2*6,瓶,16.9,绍礼,1.0,23,2027-08-20,D
10681,双灯白方块草纸,600克/600克,包,6.4,双灯,1.0,30,2027-06-06,C
10682,好展新香菇杞子炖鸡面,450克,袋,10.5,好展新,1.0,48,2027-01-10,A
10683,万克薄型铜挂锁,30mm,只,14.8,无锡万克五金工具有限公司,1.0,21,2027-04-21,G
10684,马头洗洁精,500g,瓶,4.2,马头,1.0,50,2026-12-13,E
10685,太渍高效洗衣(400g),400g/袋,袋,39.8,汰渍,1.0,44,2027-05-11,G
10686,44°副食盒,500ml,瓶,39.8,泰山牌,1.0,30,2027-05-23,E
10687,泡椒凤爪,100g,包,4.9,怡欣村,1.0,37,2026-12-21,G
10688,旅游包714,714,个,13.3,黄岩南城汪洋塑料厂,1.0,32,2027-08-18,B
10689,天马腐竹180g,180g,袋,11.9,天马,1.0,41,2027-04-26,G
10690,得力0307订书机12#(混)(台),No.0307；混色；1台,个,18.67,得力文具,1.0,42,2027-08-14,D
10691,椰岛海王酒,500ML,合,28.8,椰岛,1.0,25,2027-05-20,C
10692,长青树纳米杯180ml*80,180ml*80,瓶,13.5,长青树,1.0,33,2027-07-07,G
10693,曼妥思薄荷,multipack,袋,5.6,Mentos,1.0,27,2027-05-11,B
10694,得力0010订书钉10#(1000枚/盒),No.0010；1盒,盒,0.7,得力文具,1.0,28,2027-05-25,H
10695,罗曼诺经典控油洗发露600ml,600ml/600ml,瓶,60.0,罗曼诺,1.0,21,2026-11-09,E
10696,灵丹草颗粒,3g*9袋,盒,11.0,盘龙云海,1.0,40,2027-01-20,F
10697,农夫山莊五香味西瓜子 真正台湾风味 78g,78g/包,包,4.5,农夫,1.0,25,2027-02-11,G
10698,干贝扇贝鲜虾三桧味,66克,袋,4.5,亲口奇,1.0,22,2027-02-24,H
10699,润肺秋梨膏,850g,瓶,16.9,恩济堂,1.0,41,2027-07-24,F
10700,红油豆瓣,500克/桶,桶,48.9,明旺,1.0,29,2027-01-15,F
10701,香蜜肝,实物为准,个,19.6,厨天下,0.9,45,2027-01-11,A
10702,剑南春 银剑南A3 浓香型 52度500ml,52%(V/V)500ML*6/瓶,瓶,88.0,剑南,1.0,42,2027-01-09,H
10703,京润珍珠gNpearl 珍珠盈润柔肤水150ml 爽肤水 补水 锁水,150ml,盒,116.0,京润珍珠,1.0,24,2026-11-12,A
10704,四线方格本,36k*20页,本,1.2,KAISA,1.0,20,2027-06-25,F
10705,得力6801白板笔,2.0mm,支,3.5,得力思达,1.0,45,2027-09-07,A
10706,青春宝抗衰老片简装80片*6瓶,80片*6瓶,盒,186.0,青春宝,1.0,48,2027-09-22,F
10707,100g陈村粉（葱排）,100g,碗,21.2,陈村,1.0,40,2027-04-01,D
10708,象太郎袋装棉签(100支),1*100,个,1.1,象太郎,0.9,22,2027-08-21,D
10709,纯牛奶,250ml,袋,2.3,欧亚,1.0,21,2026-10-18,A
10710,张裕金三鞭酒,500ml,瓶,60.8,张裕,1.0,44,2026-10-23,H
10711,五星珍品30年普天同庆,500ML*2  建议零售价：398,盒,238.2,五星牌,0.8,30,2026-11-03,B
10712,天堂伞133336E  54cm*7k,54cm×7k外翻铅笔(白),把,24.0,天堂,1.0,43,2026-11-20,C
10713,漾濞核桃乳,240ml,听,4.5,漾宝+yangbao,1.0,37,2027-03-06,A
10714,虹园300g酸梅粉,300克,袋,6.5,虹园,1.0,31,2027-06-19,F
10715,伊健婴儿纸尿裤日夜用,夜用,包,18.8,伊莲娜,1.0,45,2027-08-09,G
10716,云烟（珠光白）,10包/条,包,60.0,云烟,1.0,29,2027-04-06,H
10717,纤纤百合护垫棉柔清香30片,1*30*60,包,3.8,妮爽纤纤百合,1.0,20,2027-07-01,H
10718,亨氏 香甜胡萝卜泥 65克,65g,瓶,36.8,Heinz/亨氏,1.0,33,2026-11-02,G
10719,足球FS5254,20*10*5(cm),只,58.0,DHS/红双喜,1.0,41,2027-09-09,G
10720,安柔护翼卫生巾2222护翼卫生巾2222,护翼卫生巾2222,袋,19.3,安柔,1.0,48,2027-02-11,F
10721,200G艾诗沐浴露（魅力花香）,200ml/200ml,瓶,18.5,艾诗,1.0,22,2027-01-05,D
10722,125ml小酒,125ml,瓶,12.0,稻花香,1.0,20,2026-12-16,D
10723,清眩治瘫丸,6g*4袋,包,25.0,神佗元丹,0.8,31,2027-04-04,C
10724,宝矿力水特饮料500ml,500ml,瓶,4.2,宝矿力,1.0,31,2027-07-04,F
10725,古灯龙标陈醋350ml,350ml,包,2.0,晋阳古灯,1.0,43,2026-11-18,E
10726,"繁花 时尚按扣袋,A4",310*225，单个商品条码，粉红,包,2.2,comix齐心,1.0,27,2027-06-09,E
10727,味好香猫耳朵-,-,袋,19.1,汉品坊,1.0,41,2027-09-14,E
10728,臀腰肉盖 1.6~1.65kg,1.6~1.65kg,盒,59.0,肉管家,1.0,47,2026-10-27,D
10729,天立老醋,420ml,瓶,2.8,天立,1.0,31,2027-04-10,F
10730,朝华宽条休闲内衣 9091/套,9091;休闲;内衣;套;条,套,49.0,朝华,1.0,27,2027-07-22,E
10731,李字五香干 50g/袋,50g;50;50g;袋,袋,2.6,李字五,1.0,40,2026-11-27,B
10732,小灵精钱盒S-112 只,112;s-112;只,只,19.4,小灵精,1.0,30,2027-06-14,G
10733,1526语音型计算器,12位,卡,36.5,得力,1.0,41,2027-06-11,C
10734,万宝路（硬白）,84mm 硬,盒,15.0,万宝路,1.0,34,2027-02-12,H
10735,皇家路易干红1992,1*6,瓶,204.0,法思曼,1.0,42,2026-10-18,E
10736,佳韵生活中号网格洗衣袋,-,个,9.8,佳韵,1.0,28,2027-07-09,C
10737,水密码WETCODE 锁水睡眠面膜80g,80g,瓶,60.0,水密码,1.0,35,2026-10-10,A
10738,品客薯片芳香脆骨鸡味,110g/罐,桶,12.9,品客,0.9,46,2027-01-19,E
10739,女士内裤,M,盒,40.4,爱莎,0.9,26,2026-12-16,A
10740,全南柚子茶580g,580g/580g,袋,37.8,全南,1.0,38,2027-08-01,H
10741,畅轻 原味100g,100g,34,2.6,伊利,1.0,29,2027-02-03,A
10742,优乐美奶茶4杯装,320克/托,组,14.29,优乐美,1.0,47,2027-07-20,F
10743,南方未加糖玉米糊,360g(40g×9）,4,11.5,南方,1.0,43,2027-08-05,H
10744,大雅黄连蜜,130g,11,48.0,陈氏秘宗,0.9,36,2026-12-02,F
10745,晨奇0328橡皮/块,0328;块;橡皮,块,7.0,晨奇,1.0,36,2027-01-17,G
10746,威豹腰包607/个,/个;607;个;腰包,个,139.0,WINPARD/威豹,1.0,23,2026-11-29,A
10747,宁波豆沙汤圆400g,400g,袋,147.8,心萌缘,1.0,29,2026-11-09,E
10748,沙茶酱737g/瓶,737g/罐,瓶,146.0,牛头牌,1.0,44,2027-02-01,G
10749,中老年加钙核桃粉,200克×3瓶/盒,盒,85.8,宝嘉力,1.0,41,2027-08-07,B
10750,华夏长城解百纳干红,750ML,瓶,52.0,长城,1.0,39,2027-01-06,G
10751,舒肤佳维生素E养肤香皂115克X3,345G,块,13.5,舒肤佳,0.9,30,2027-02-19,D
10752,红枣核桃粉,840克,盒,79.0,众德,1.0,43,2026-10-01,D
10753,玉兰油深润嫩白型沐浴乳1L,1000ML,瓶,43.9,玉兰油,1.0,48,2026-12-13,B
10754,颐莲活肤滋养面膜2PCS,盒装,袋,8.7,颐莲,1.0,33,2027-08-02,E
10755,益康源维钙片牛初乳 150g/瓶,150;150g;瓶,瓶,15.8,益康源,1.0,29,2027-02-20,B
10756,奥臣男士内裤-820,820,盒,5.6,奥臣,0.8,33,2026-09-09,A
10757,三笑多重牙刷,0,支,5.1,三笑,1.0,45,2027-05-27,D
10758,新昌小京生,100g,瓶,23.2,天姥春,1.0,46,2027-08-02,F
10759,韩丝莉弹力棉内裤 DJ-5841/条,5841;dj;内裤;弹力棉;条,条,7.0,韩蕬莉,1.0,30,2027-09-03,A
10760,帮宝适 干爽健康 婴儿纸尿裤 L 20片,20片/包,包,28.8,帮宝适,1.0,46,2027-01-31,B
10761,"特曲,五星115X118X116",115X118X116,瓶,98.0,川南九堡,1.0,30,2027-08-18,G
10762,鸿兴源好德十香粉30g,1*50袋*40克,4,2.9,鸿兴源,1.0,23,2027-06-06,E
10763,兴瑞赤砂糖塘,450g,袋,6.5,晶瑞,1.0,38,2027-08-24,H
10764,U型不锈钢压力锅,22cm,2,355.0,振能,1.0,48,2027-07-19,H
10765,名涛护色盈润焗油膏,450ml,11,7.2,名涛,1.0,44,2026-09-09,A
10766,好长兴福满天下大红枣1000g,1000g,袋,38.0,好长兴,1.0,22,2027-04-10,E
10767,亚亨牛奶花生,1*12,罐,5.8,亚亨,0.9,50,2027-01-31,E
10768,黄芩(皎洁)中药高级牙膏,200克,盒,9.9,黄芩,0.9,30,2027-01-16,B
10769,葵花籽油,5L,桶,69.9,海狮,0.9,24,2027-03-30,A
10770,38度488ml丰谷精装纯酿酒,488ml,瓶,43.7,丰谷,1.0,31,2026-11-12,E
10771,皇味红枣黑芝麻糊280g[包],280g[包],4,11.0,皇味,0.8,41,2026-12-19,H
10772,糖水桃罐头（久宝桃),256g,11,5.0,欢乐家,1.0,36,2027-05-25,E
10773,狼鳄男包,-,1,32393.7,美国狼鳄,1.0,27,2027-08-31,H
10774,金装干红葡萄酒,750ml,瓶,19.0,金色时代庄园,1.0,22,2027-02-01,B
10775,上好吃75g海苔花生粒状,粒状,包,4.0,RICHDAYS,1.0,27,2027-07-12,F
10776,翠沁斋荣华富贵礼盒月饼,礼盒;荣华富贵,盒,49.0,翠沁斋,1.0,48,2027-09-30,A
10777,名涛立体造型啫喱膏,250ml,11,8.8,名涛,1.0,50,2026-11-11,B
10778,光明健能风味发酵乳（提子味）,100g,杯,7.9,光明,1.0,25,2026-11-08,G
10779,康普力星牌补钙颗粒,2g*30袋,盒,54.0,康普力星,1.0,25,2027-05-26,G
10780,哈尔斯双层工艺玻璃杯HBL-280-3,哈尔斯双层工艺玻璃杯HBL,只,46.0,HAERS,0.9,31,2027-03-06,H
10781,生态稻,5千克,袋,48.9,金龙鱼,1.0,25,2027-01-10,G
10782,纯正五年绍兴酒,500ml,瓶,29.8,会稽山,1.0,27,2027-01-25,F
10783,黄鹤楼(软满天星),84MM 软 条盒 烤烟型,条,350.0,黄鹤楼,1.0,33,2027-07-22,E
10784,中号杂物桶(ZT036),BX036,个,8.6,图1,1.0,22,2027-03-14,B
10785,樱花精选茉莉花茶(不分~袋~不分)4589_100克,0,包,9.7,樱花,1.0,34,2027-06-09,B
10786,纯净葡萄糖（515g）,1*12罐*515g,罐,15.0,雅恩,0.8,31,2027-02-13,G
10787,挖掘机系列专用油-发动机油 CI-418升,18升,包,13.8,能源小松,1.0,49,2026-12-13,E
10788,小籽桂圆干,450克,包,29.5,思念,1.0,40,2026-09-28,C
10789,适用型竹炭包,500克,盒,23.9,竹世宝,1.0,25,2027-05-08,G
10790,悠一悠厚底松糕鞋158-1黑色35,黑色35,袋,19.3,ROSEG,0.9,29,2027-05-10,G
10791,遂宁豆干,170G,袋,3.7,无品牌,1.0,32,2026-12-24,E
10792,天喔咸干花生280g,280克,袋,13.7,天喔,0.8,40,2027-08-02,H
10793,大有为芒果汁1.5L,1.5L,瓶,25.6,大有为,1.0,22,2027-09-24,E
10794,歌倩清爽闪亮啫喱水 230ml,230ml,瓶,17.7,geqian,1.0,41,2027-02-14,F
10795,延长线插座,GN-101(3-4)袋,只,42.9,公牛,1.0,24,2027-04-20,H
10796,女儿红国色天香,350,瓶,19.9,女儿红,1.0,41,2027-02-14,H
10797,品客薯片(原味+香辣味)X120克,240G,组,20.0,品客,1.0,23,2027-07-25,E
10798,康普力星补锌颗粒,4克*18袋,盒,68.0,康普力星,0.9,40,2027-05-13,G
10799,男全棉鸿运三角裤,M-2XL,盒,20.0,港莎,1.0,36,2027-08-27,C
10800,山珍汤料,188g,袋,7.7,淳于府、联席,1.0,24,2027-02-12,F
10801,拉芳染烫修复护发素500ml,500ml,瓶,15.5,拉芳,1.0,40,2027-09-15,A
10802,佳韵保鲜膜30cm*30mJY3315,-,包,6.5,佳韵,1.0,40,2026-11-17,H
10803,淮盐500g泡菜盐,500,包,1.8,淮盐牌,1.0,47,2027-09-28,A
10804,丰麒麻辣味手磨豆干,80克,袋,1.5,丰麒,1.0,23,2027-05-21,E
10805,骨钙蛋白质粉,1KG/罐,盒,26.8,珍迪牌,1.0,25,2026-12-21,B
10806,20片妇健护边护垫清凉型,20片,盒,25.6,Twjiam,0.8,35,2027-05-08,D
10807,900ml丽涛梦幻香薰润肤沐浴露,900ml/瓶,瓶,15.0,丽涛,1.0,46,2026-09-20,G
10808,爱家快乐柠檬衣橱鞋柜飘香袋,2包装，7g×2,盒,9.4,爱家,1.0,44,2027-03-01,F
10809,直身普通不粘胆自动电饭锅,700W/台,个,119.0,浩特,1.0,40,2027-07-14,H
10810,全营养蛋白质粉,1kg,瓶,98.0,珍迪,1.0,21,2027-08-18,E
10811,特制双喜小角楼酒,48度460mL*6,瓶,15.1,小角楼,1.0,41,2027-04-21,D
10812,新2段婴幼儿配方奶粉,900g/听,罐,95.9,和氏,1.0,24,2027-09-06,G
10813,琥珀桃仁,1*63,代,8.0,金龙,1.0,47,2027-08-10,E
10814,萧山萝卜干,70g*150,包,1.8,小菜一碟,1.0,24,2027-06-06,B
10815,35G陈村米线红烧牛肉,100克,杯,6.6,陈村,1.0,25,2027-03-29,F
10816,李锦记排骨酱240克,240g/瓶,罐,22.5,调味品,1.0,27,2027-03-18,B
10817,绅门棉毛女上衣,上衣;女;女上衣;棉毛,件,159.0,绅门,1.0,44,2027-05-29,F
10818,菲尔格男式内衣9009,9009,件,88.0,菲尔格,1.0,46,2027-04-03,E
10819,192g乐爷义式花生夹心,192;192g;花生,盒,100.0,乐爷,1.0,43,2027-09-12,F
10820,160g传统听松,160g/听,袋,40.0,寿之源,0.9,40,2027-01-10,B
10821,精铸富铁·锅玻璃盖,FC32E,个,108.0,苏泊尔,1.0,47,2027-07-12,G
10822,波力原味海苔,24.7g 12切3枚*33束,包,21.0,波力,1.0,23,2026-09-27,G
10823,智力中老年核桃粉礼盒800g,800克,盒,64.02,智力,1.0,45,2027-02-08,F
10824,绿叶美国提子300g,300g,袋,13.6,图1,1.0,21,2027-02-21,D
10825,榛蘑（压缩产品）,200克/盒,盒,200.0,天锦,1.0,45,2026-10-11,E
10826,115g舒肤佳香皂三块装(芦荟),345G,块,14.5,舒肤佳,1.0,45,2027-04-16,E
10827,康师傅超级大福满多麻辣牛肉面,面饼+配料108克，面饼95克,包,1.5,康师傅,0.7,25,2027-03-29,E
10828,汇宝手提称C6,0,个,20.9,无锡万克五金工具有限公司,1.0,32,2027-02-06,H
10829,德劲MP3-DE805(256M)/台,256;805;de;mp3;台,台,319.0,Degen/德劲,0.8,41,2026-12-02,E
10830,Brofeta一体式背带3号长度95cm,95cm,瓶,11.9,Brofeta 锋瑭兄弟,1.0,25,2027-06-30,H
10831,盱眙龙虾调料（浓香型40克）,40克,袋,33.3,汤正发,1.0,29,2027-07-06,H
10832,致美斋蒜蓉辣椒酱230g,230ml,支,6.0,致美斋,1.0,22,2026-11-21,C
10833,山城郫瓣,900g,瓶,14.9,山城牌,1.0,20,2027-04-28,A
10834,月潭牌红枣枸杞藕粉羮600g,600g,盒,20.8,月潭牌,1.0,41,2027-06-18,C
10835,狮王标准牙刷1支装0.19mm,1支装0.19mm,支,15.3,狮王LION,1.0,20,2027-07-05,H
10836,健康之礼（无糖猪肉松+无糖牛肉松）,360g/盒,盒,109.9,三鸿,1.0,42,2027-05-11,B
10837,小狮王儿童牙膏(草莓香型),40克,支,7.5,狮王/LION,1.0,44,2026-11-12,B
10838,统一100酱拌面四川担担面风味碗面,115g,碗,3.8,统一100,1.0,26,2026-10-04,F
10839,振汉休闲男袜,size:26,双,15.4,振汉,0.9,33,2027-09-02,G
10840,开米涤王香薰衣物柔顺剂（香根草）,500G,瓶,11.6,开米涤王,0.8,24,2027-09-25,H
10841,植优集矿泉补水香浴露,900g,瓶,28.5,植优集,1.0,41,2027-03-26,G
10842,调味料 峪林纯白胡椒粉调味料30g,30g,袋,7.5,峪林,1.0,40,2026-11-23,F
10843,花生奶,250ml,盒,2.8,蒙牛,1.0,29,2027-09-01,C
10844,散装称重奶油注心派,散装称重,盒,7.8,达利园,1.0,20,2027-01-31,H
10845,储物箱R222D,R222D,个,32.9,新陵,1.0,29,2027-07-26,B
10846,五号碱性贴塑555电池（5只/卡）,5只/卡,粒,10.0,555,1.0,38,2027-05-28,G
10847,大自然茉莉花茶(250g)250g,250g,袋,20.1,大自然牌,1.0,26,2026-10-09,B
10848,羊胎素SOD早霜,60g,瓶,21.8,朗力福,1.0,24,2027-02-22,A
10849,金装A选婴儿配方奶粉1（电视购物专供）,800克,罐,185.0,澳优,0.9,39,2027-08-18,B
10850,好医生轻克10粒/盒,10粒/盒,盒,10.0,复方氨酚烷胺胶囊,1.0,30,2027-04-03,F
10851,吲哚美辛栓,0.1g*10枚,盒,5.0,静清,1.0,38,2027-02-15,A
10852,70g野生花蜜护手霜,50g,瓶,25.8,蕾琪,1.0,32,2026-11-17,H
10853,爱德A130T电火锅,A130T,台,138.0,爱德,1.0,46,2027-01-23,F
10854,甜香园杭州桃酥饼（黑芝麻）238克（14包）,238克（14包）,克,15.8,甜香园,0.9,34,2027-03-18,E
10855,ABC劲吸棉柔护垫25片（澳洲茶树精华）,25片,包,24.0,ABC,1.0,31,2027-05-16,E
10856,万方红腐乳340g,340g/340g,瓶,5.9,万方,1.0,27,2027-08-30,F
10857,260g胖子清油火锅,260g,袋,11.5,胖子,1.0,35,2026-10-02,A
10858,自由点瞬吸无忧薄型夜用棉柔5片卫生巾,1*5*48,包,7.0,自由点,1.0,40,2027-03-25,F
10859,超霸腊鱼块,腊鱼,包,15.4,超霸,0.8,39,2027-01-05,F
10860,油棉打火机57X38X12MM,57X38X12MM,只,51.2,STAR,1.0,34,2027-06-15,B
10861,50°五年洞藏太白酒,500ml,瓶,66.0,太白,1.0,43,2027-02-04,F
10862,统一无糖绿茶500ml,pet500ml*15,瓶,2.8,统一,1.0,26,2027-03-21,D
10863,牛肉干,60克,袋,7.5,十佳,1.0,24,2026-10-24,D
10864,"办公必备 透明按扣袋,A4","335*245,单个商品条码,混色条码管",个,2.8,comix齐心,1.0,38,2026-11-14,A
10865,植优集柔润补水护手霜,60g,瓶,5.9,植优集,1.0,47,2027-04-23,F
10866,银鸽15卷卫生纸,165g*15卷,包,36.9,银鸽,1.0,34,2027-02-20,H
10867,万隆酱鸭610克,610克,包,51.2,萬隆,1.0,28,2027-03-23,B
10868,得力6127儿童吸管保温杯(红),6127,个,12.1,得力,1.0,39,2027-04-27,D
10869,张氏记蒜蓉辣椒酱,320g*20,瓶,5.0,张氏记,0.9,25,2027-02-22,H
10870,康师傅 香菇炖鸡杯面 54g/桶 拉面方便面煮面速食面汤面,63克,杯,2.5,康师傅,1.0,27,2027-08-18,F
10871,康舒24#煲,3200ML,台,54.9,康舒陶瓷,1.0,43,2027-04-24,G
10872,维可倚水润浴液750ml,瓶,瓶,23.5,浪奇维可奇,1.0,44,2027-04-18,G
10873,大毛皮豹纹拖鞋,240mm,双,15.3,快鹿,1.0,46,2027-05-13,E
10874,五一(红国际),84mm 硬/条,条,105.0,五一,1.0,48,2027-05-19,H
10875,3258DA三折男格伞,58,把,19.8,富仕,1.0,42,2026-12-20,H
10876,五星啤酒10°330*24老五星罐啤,330*24,瓶,3.0,五星,1.0,23,2027-04-20,G
10877,天贻西湖中老年无糖藕粉525g,１＊２０＊５２５ｇ,包,18.1,杭州天怡,0.7,28,2027-01-12,B
10878,食用调和油,5000ml,桶,17.3,昌鼎,1.0,41,2026-12-26,E
10879,桃李酥皮面包,80克,袋,2.0,桃李,1.0,21,2026-11-27,B
10880,沙爹牛肉片,35克,包,6.3,马得利,1.0,47,2026-11-27,E
10881,花椒,45g/袋,袋,9.9,峪林,0.9,22,2027-04-01,A
10882,美好时光海苔12g,7.5克,包,7.6,喜之郎,1.0,47,2027-06-15,A
10883,天下秀（红）,20支/包,包,3.0,天下秀,1.0,38,2027-09-15,A
10884,珍珠层粉,50g*2,盒,76.0,京润珍珠,1.0,35,2026-11-04,G
10885,延长线插座,GN-211(3-1.8)袋,个,121.0,公牛,0.8,37,2026-12-31,D
10886,艾诗 浪漫花香沐浴露（玫瑰精华橄榄油）750ml/瓶,瓶,瓶,43.8,艾诗,0.9,34,2026-12-08,G
10887,22CM鼓形不粘汤锅,22cm,个,18.3,倍得福,1.0,35,2027-04-23,H
10888,"荣诚蛋黄纯莲蓉600G""P""",600g/600g,盒,98.0,荣诚,1.0,46,2027-03-27,E
10889,洁云加韧卷筒卫生纸,100mm*114mm*3层 140克/,袋,26.6,洁云,1.0,21,2027-04-05,G
10890,250g奥灵奇糖水黄桃罐头,250g玻璃瓶装,瓶,4.9,奥灵奇,1.0,33,2027-03-12,F
